Product Number,Category,Units Sold,Unit Price,Lead Time (in days),Unit Cost,Holding Cost,Order Cost,Month,,,,,,A CLASS:,DEMAND,FIXED COST,HOLDING COST,EOQ
RZJSB,Item #8,23,1.424319005,2.7,0.890668884,0.051205211,152.8553067,October,,,,,,,,,,
RZJSB,Item #8,99,8.619160839,2.7,7.010064486,0.208017841,448.3455305,August,,,,,,,,,,
RZJSB,Item #8,17,4.161520794,2.7,2.473954879,0.066385965,174.9344573,September,,,,,,,,,,
RZJSB,Item #8,36,4.682880361,2.7,2.448616735,0.165877273,339.8759323,June,,,,,,,,,,
RZJSB,Item #8,43,4.213671038,2.7,3.43781965,0.282218697,238.1336168,May,,,,,,,,,,
RZJSB,Item #8,30,7.592200034,2.7,5.463814445,0.519044987,329.5174827,April,,,,,,,,,,
RZJSB,Item #8,13,13.34887045,2.7,9.677918077,0.752537495,178.9072681,December,,,,,,,,,,
RZJSB,Item #8,87,5.155111496,2.7,3.392907652,0.081291751,467.7552905,March,,,,,,,,,,
RZJSB,Item #8,14,13.26634263,2.7,8.825208644,0.379588727,197.6769119,February,,,,,,,,,,
RZJSB,Item #8,84,6.118544047,2.7,3.161416977,0.281933011,456.5742873,January,,,,,,,,,,
SJXER,Item #3,40,9.428441314,2.7,5.713202355,0.217035727,234.3321599,December,,,,,,,,,,
SJXER,Item #3,48,12.21818935,2.7,7.520790075,0.494823652,291.9193181,September,,,,,,,,,,
SJXER,Item #3,32,19.74828497,2.7,16.79458348,0.633368211,141.7622451,June,,,,,,,,,,
SJXER,Item #3,64,8.40806519,2.7,7.881256467,0.342606293,358.7730577,February,,,,,,,,,,
SJXER,Item #3,59,12.67385112,2.7,10.65415174,0.575672412,409.266571,April,,,,,,,,,,
SJXER,Item #3,66,11.85944365,2.7,9.89353107,0.715020749,414.5949211,July,,,,,,,,,,
SJXER,Item #3,98,14.44203843,2.7,8.73576493,0.858044429,221.7439112,October,,,,,,,,,,
SJXER,Item #3,34,17.7027943,2.7,12.0994927,0.695875274,344.4259385,March,,,,,,,,,,
SJXER,Item #3,78,1.786115864,2.7,1.643198801,0.049014387,469.6807662,January,,,,,,,,,,
SJXER,Item #3,14,17.79915596,2.7,14.93479012,0.445996776,237.6899434,November,,,,,,,,,,
SJXER,Item #3,16,11.80668227,2.7,9.564157178,0.300520598,321.6101147,May,,,,,,,,,,
SJXER,Item #3,20,2.286470091,2.7,1.305265832,0.095298284,287.5652536,August,,,,,,,,,,
SLXOH,Item #10,80,15.49034945,7,11.696322,1.076115244,264.5984636,March,,,,,,,,,,
SLXOH,Item #10,53,10.16253767,7,6.520707579,0.33265773,257.2497365,May,,,,,,,,,,
SLXOH,Item #10,89,8.54336893,7,7.378564087,0.436277572,327.4564886,August,,,,,,,,,,
SLXOH,Item #10,41,15.06525254,7,12.81698566,1.256297594,152.264985,October,,,,,,,,,,
SLXOH,Item #10,28,9.41493362,7,7.815866307,0.175477744,248.85933,December,,,,,,,,,,
SLXOH,Item #10,47,17.51477551,7,11.77695999,0.451968086,185.94329,February,,,,,,,,,,
SLXOH,Item #10,98,11.00736379,7,8.598167013,0.218504707,363.5899645,July,,,,,,,,,,
SLXOH,Item #10,52,10.36043352,7,5.830723757,0.351108701,362.9710555,January,,,,,,,,,,
SLXOH,Item #10,16,3.244915869,7,1.650783106,0.154156735,249.2077261,April,,,,,,,,,,
SLXOH,Item #10,80,16.43977792,7,9.816841277,0.428768486,399.5460388,September,,,,,,,,,,
SLXOH,Item #10,51,4.62589193,7,2.738620836,0.14911597,360.5454493,June,,,,,,,,,,
SLXOH,Item #10,37,10.83032907,7,5.633134935,0.303047245,311.7872992,November,,,,,,,,,,
SSZWP,Item #6,94,18.92143634,3.5,15.58154985,1.538348003,377.4181485,October,,,,,,,,,,
SSZWP,Item #6,45,13.38012255,3.5,6.775120452,0.676268671,203.8291818,June,,,,,,,,,,
SSZWP,Item #6,16,5.742215512,3.5,5.158812148,0.211568184,316.7651066,January,,,,,,,,,,
SSZWP,Item #6,79,2.030485516,3.5,1.907671258,0.15603258,307.8062113,February,,,,,,,,,,
SSZWP,Item #6,76,8.499654162,3.5,5.038625502,0.458575591,336.4842836,March,,,,,,,,,,
SSZWP,Item #6,63,6.857801635,3.5,5.54528212,0.266726489,401.2580802,November,,,,,,,,,,
SSZWP,Item #6,64,4.668540066,3.5,2.93987429,0.264641079,324.1653409,September,,,,,,,,,,
SSZWP,Item #6,89,12.88050447,3.5,9.984925476,0.701655587,298.7388779,December,,,,,,,,,,
SSZWP,Item #6,91,15.07573478,3.5,9.431756669,0.587765821,390.118001,July,,,,,,,,,,
SSZWP,Item #6,66,2.023179044,3.5,1.268067981,0.029073953,494.0100946,April,,,,,,,,,,
SSZWP,Item #6,10,1.082037023,3.5,0.665539429,0.060827655,304.0545178,May,,,,,,,,,,
SSZWP,Item #6,64,4.293270523,3.5,2.467610281,0.145665857,270.1548868,August,,,,,,,,,,
TGMDO,Item #7,60,7.093005086,3.5,5.696192923,0.417783771,195.868368,July,,,,,,,,,,
TGMDO,Item #7,84,15.61171795,3.5,8.600417751,0.730138012,255.6223541,December,,,,,,,,,,
TGMDO,Item #7,42,16.71538941,3.5,13.04746469,1.15548042,249.2630739,January,,,,,,,,,,
TGMDO,Item #7,10,1.152413993,3.5,0.612914555,0.034196429,204.5660132,May,,,,,,,,,,
TGMDO,Item #7,94,10.25868284,3.5,6.163575438,0.545411014,449.878156,April,,,,,,,,,,
TGMDO,Item #7,65,12.04396281,3.5,9.850900208,0.198751938,404.542186,March,,,,,,,,,,
TGMDO,Item #7,34,7.506374934,3.5,6.089828912,0.272963475,312.7356741,September,,,,,,,,,,
TGMDO,Item #7,23,1.706616485,3.5,1.579369569,0.1233763,262.3442499,October,,,,,,,,,,
TGMDO,Item #7,74,2.746445,3.5,2.438728355,0.178537115,391.3225102,November,,,,,,,,,,
TGMDO,Item #7,97,14.84023934,3.5,12.86026872,0.528284066,349.5198185,June,,,,,,,,,,
TGMDO,Item #7,33,7.938475464,3.5,5.990564125,0.384477357,187.5204365,August,,,,,,,,,,
TGMDO,Item #7,88,18.23242469,3.5,9.344935141,0.327157629,395.7446096,February,,,,,,,,,,
TOWIY,Item #10,85,3.625951732,4.8,2.388187382,0.121661048,500.6633091,February,,,,,,,,,,
TOWIY,Item #10,30,4.658999079,4.8,3.852535648,0.261284231,282.1679629,September,,,,,,,,,,
TOWIY,Item #10,68,3.681076983,4.8,3.088741139,0.158354536,393.5747181,May,,,,,,,,,,
TOWIY,Item #10,30,2.519170289,4.8,1.661492821,0.047471551,145.6125519,June,,,,,,,,,,
TOWIY,Item #10,79,17.68417781,4.8,15.27574582,1.420010288,414.3029657,November,,,,,,,,,,
TOWIY,Item #10,52,2.721971999,4.8,1.820795524,0.151803631,385.2988328,August,,,,,,,,,,
TOWIY,Item #10,15,3.636112231,4.8,2.240281958,0.077683479,285.8179961,July,,,,,,,,,,
TOWIY,Item #10,57,1.703695589,4.8,1.431936155,0.105562915,248.2861738,October,,,,,,,,,,
TOWIY,Item #10,59,18.97765728,4.8,12.13731937,0.939582835,239.7015026,January,,,,,,,,,,
TOWIY,Item #10,35,14.71820875,4.8,7.693793511,0.686455894,175.3562944,April,,,,,,,,,,
TOWIY,Item #10,41,15.44503369,4.8,13.63690689,1.186207232,298.3449711,December,,,,,,,,,,
TOWIY,Item #10,91,6.603320167,4.8,5.717504834,0.404413482,414.3707668,March,,,,,,,,,,
TPREH,Item #7,36,17.29535695,5.4,9.281455172,0.345217818,273.8599781,September,,,,,,,,,,
TPREH,Item #7,51,19.24282362,5.4,14.13577248,1.123057907,393.4240428,July,,,,,,,,,,
TPREH,Item #7,76,17.14756014,5.4,16.16265268,1.178304649,334.1344587,August,,,,,,,,,,
TPREH,Item #7,13,5.486536182,5.4,5.0761196,0.103643979,297.8136711,January,,,,,,,,,,
TPREH,Item #7,23,12.51985252,5.4,7.946482624,0.620615679,338.0960011,June,,,,,,,,,,
TPREH,Item #7,18,11.6510598,5.4,10.62427611,0.881910805,146.5828954,February,,,,,,,,,,
TPREH,Item #7,87,5.370532424,5.4,4.697273595,0.199910926,349.9662943,May,,,,,,,,,,
TPREH,Item #7,52,16.93404143,5.4,9.245411046,0.287047082,336.1111434,November,,,,,,,,,,
TPREH,Item #7,28,12.89389466,5.4,11.10269829,0.415097496,301.6221062,March,,,,,,,,,,
TPREH,Item #7,34,1.751595456,5.4,0.949357,0.060139248,255.2770531,December,,,,,,,,,,
TPREH,Item #7,72,14.05155791,5.4,12.04284241,0.439490719,258.1820065,October,,,,,,,,,,
TPREH,Item #7,37,1.598064591,5.4,1.147793431,0.075797638,291.4162196,April,,,,,,,,,,
TQLBZ,Item #7,65,7.070745872,1.4,4.757509818,0.177870002,385.0706286,July,,,,,,,,,,
TQLBZ,Item #7,43,10.09909274,1.4,6.847962202,0.440619166,339.239375,May,,,,,,,,,,
TQLBZ,Item #7,47,4.750224049,1.4,2.665325528,0.06412599,353.9502984,March,,,,,,,,,,
TQLBZ,Item #7,26,13.67288567,1.4,11.43741,1.00306029,253.0780589,September,,,,,,,,,,
TQLBZ,Item #7,67,14.55252966,1.4,7.667771482,0.600515447,351.6210784,February,,,,,,,,,,
TQLBZ,Item #7,15,1.001252025,1.4,0.555708441,0.030309289,179.3117639,April,,,,,,,,,,
TQLBZ,Item #7,80,15.20378857,1.4,10.89185681,0.713269434,282.7830376,November,,,,,,,,,,
TQLBZ,Item #7,93,10.6318742,1.4,6.047858929,0.175032323,462.3725745,June,,,,,,,,,,
TQLBZ,Item #7,99,12.5732851,1.4,10.38432392,0.836548254,373.8503584,August,,,,,,,,,,
TQLBZ,Item #7,57,5.226926831,1.4,3.218472844,0.121678233,339.5425028,October,,,,,,,,,,
TQLBZ,Item #7,52,10.12910926,1.4,6.069086482,0.429393326,436.8756042,December,,,,,,,,,,
TQLBZ,Item #7,38,15.02408662,1.4,9.910144551,0.745675901,359.034897,January,,,,,,,,,,
TYRDD,Item #3,34,4.939544299,1.4,3.712799493,0.365997931,294.8177453,October,,,,,,,,,,
TYRDD,Item #3,87,7.564047004,1.4,4.766097197,0.380852949,244.5436213,January,,,,,,,,,,
TYRDD,Item #3,90,9.705506565,1.4,8.732506051,0.352252542,312.6261306,June,,,,,,,,,,
TYRDD,Item #3,71,16.34165153,1.4,12.75645391,0.626973038,264.5336543,December,,,,,,,,,,
TYRDD,Item #3,55,16.11522187,1.4,13.36753093,1.031107403,432.7237107,August,,,,,,,,,,
TYRDD,Item #3,53,3.130305228,1.4,1.714634321,0.095776152,262.0139749,November,,,,,,,,,,
TYRDD,Item #3,16,4.368395114,1.4,2.462221855,0.067392129,234.814174,September,,,,,,,,,,
TYRDD,Item #3,66,10.02452937,1.4,5.418709177,0.191684142,329.9726104,May,,,,,,,,,,
TYRDD,Item #3,44,19.69871007,1.4,12.34447633,0.402678404,232.3144808,July,,,,,,,,,,
TYRDD,Item #3,52,17.51498547,1.4,16.39364726,1.018200121,315.6467219,February,,,,,,,,,,
TYRDD,Item #3,45,5.077438385,1.4,4.664793838,0.352928245,331.3571779,April,,,,,,,,,,
TYRDD,Item #3,75,4.846410516,1.4,3.572035365,0.274599805,502.3747302,March,,,,,,,,,,
UGAGM,Item #1,71,13.6847316,1.4,7.926290216,0.274168295,288.5158573,August,,,,,,,,,,
UGAGM,Item #1,10,2.092934283,1.4,1.533519754,0.10915312,316.7951519,March,,,,,,,,,,
UGAGM,Item #1,37,4.305203914,1.4,2.200436669,0.084087302,367.6574532,November,,,,,,,,,,
UGAGM,Item #1,76,17.41249644,1.4,10.0460822,0.849097622,327.7049633,December,,,,,,,,,,
UGAGM,Item #1,92,12.70136268,1.4,10.38709409,0.788335802,393.7333789,September,,,,,,,,,,
UGAGM,Item #1,58,17.49192992,1.4,12.2030855,0.287270998,284.8776933,May,,,,,,,,,,
UGAGM,Item #1,10,6.773626189,1.4,5.999890053,0.590531386,301.4491174,February,,,,,,,,,,
UGAGM,Item #1,32,9.457285236,1.4,6.21972739,0.390492142,304.9884124,October,,,,,,,,,,
UGAGM,Item #1,32,17.03219518,1.4,9.46857867,0.355333492,190.7495344,January,,,,,,,,,,
UGAGM,Item #1,50,14.22017762,1.4,8.400903687,0.205321562,333.2351688,June,,,,,,,,,,
UGAGM,Item #1,50,5.275837267,1.4,4.373024422,0.371761357,357.7350803,April,,,,,,,,,,
UGAGM,Item #1,65,17.40300717,1.4,15.89549334,1.096638769,363.3626497,July,,,,,,,,,,
UHXML,Item #10,86,16.1844919,1.4,9.701797361,0.247124839,304.1260474,March,,,,,,,,,,
UHXML,Item #10,42,1.28302293,1.4,1.041574563,0.093179906,258.0766583,September,,,,,,,,,,
UHXML,Item #10,90,11.46536304,1.4,9.707369165,0.911450368,274.9585393,January,,,,,,,,,,
UHXML,Item #10,49,16.05911064,1.4,11.37025498,0.607635273,281.8099038,November,,,,,,,,,,
UHXML,Item #10,98,7.927239178,1.4,4.818608797,0.196692669,396.5723319,May,,,,,,,,,,
UHXML,Item #10,10,13.40484739,1.4,7.19581436,0.718048043,211.6571628,December,,,,,,,,,,
UHXML,Item #10,15,4.745631248,1.4,4.480119554,0.202124865,133.8862612,April,,,,,,,,,,
UHXML,Item #10,94,14.23095446,1.4,10.39572007,0.835531303,363.5151652,February,,,,,,,,,,
UHXML,Item #10,48,16.3767187,1.4,8.661811856,0.598167275,327.545142,June,,,,,,,,,,
UHXML,Item #10,45,10.30869173,1.4,5.879468696,0.5869976,330.8326434,October,,,,,,,,,,
UHXML,Item #10,92,4.997646202,1.4,3.586628148,0.337133145,302.5457164,July,,,,,,,,,,
UHXML,Item #10,39,18.29880512,1.4,14.26448014,0.734094591,207.4301601,August,,,,,,,,,,
ULLIA,Item #4,28,1.498953878,1.4,1.19851488,0.119379951,363.5232745,June,,,,,,,,,,
ULLIA,Item #4,46,1.315306722,1.4,0.803935625,0.022311723,240.5673772,January,,,,,,,,,,
ULLIA,Item #4,65,1.094822543,1.4,0.987579485,0.091970733,250.9596084,March,,,,,,,,,,
ULLIA,Item #4,18,15.00079595,1.4,12.84494683,0.450826397,269.3715734,December,,,,,,,,,,
ULLIA,Item #4,76,2.287543567,1.4,1.17017907,0.034252183,358.5040165,August,,,,,,,,,,
ULLIA,Item #4,41,2.004455819,1.4,1.31672386,0.09569733,327.4510811,February,,,,,,,,,,
ULLIA,Item #4,64,13.62658386,1.4,8.215501985,0.234530833,362.1162115,July,,,,,,,,,,
ULLIA,Item #4,20,8.30637979,1.4,7.25465602,0.489674104,223.1325382,November,,,,,,,,,,
ULLIA,Item #4,58,14.79338135,1.4,14.05023898,0.509733565,345.728248,October,,,,,,,,,,
ULLIA,Item #4,54,16.52696355,1.4,11.60308134,0.844111912,398.9179585,September,,,,,,,,,,
ULLIA,Item #4,76,19.26840894,1.4,16.92933323,1.23533468,335.7491449,April,,,,,,,,,,
ULLIA,Item #4,43,10.65336985,1.4,6.012180328,0.179494135,231.8050836,May,,,,,,,,,,
UNNFP,Item #1,88,8.186008188,1.4,7.558871609,0.564628102,445.6218528,October,,,,,,,,,,
UNNFP,Item #1,76,0.775187779,1.4,0.699353537,0.015300331,310.2166102,August,,,,,,,,,,
UNNFP,Item #1,36,10.18057897,1.4,8.871608257,0.266645735,144.1296947,April,,,,,,,,,,
UNNFP,Item #1,22,2.045308505,1.4,1.806846751,0.097934926,291.0249163,February,,,,,,,,,,
UNNFP,Item #1,94,16.93231661,1.4,12.29679122,0.584738559,297.4846522,March,,,,,,,,,,
UNNFP,Item #1,14,16.80969552,1.4,15.49913298,0.968040197,199.0542455,December,,,,,,,,,,
UNNFP,Item #1,62,5.894549517,1.4,4.20502,0.16191742,172.2615778,January,,,,,,,,,,
UNNFP,Item #1,40,14.17368405,1.4,8.575907852,0.342379097,257.2417172,September,,,,,,,,,,
UNNFP,Item #1,73,1.848835912,1.4,1.547509733,0.103130232,371.8526277,November,,,,,,,,,,
UNNFP,Item #1,48,8.3882403,1.4,5.927454509,0.30740219,207.9633226,May,,,,,,,,,,
UNNFP,Item #1,67,3.79322577,1.4,1.995397403,0.109501224,273.246507,June,,,,,,,,,,
UNNFP,Item #1,74,18.40434876,1.4,10.84866225,0.217947055,415.688412,July,,,,,,,,,,
VEFFG,Item #1,46,4.402132226,1,3.786639381,0.233087498,299.1209014,June,,,,,,,,,,
VEFFG,Item #1,17,2.833861336,1,1.508044964,0.085486265,163.0984017,January,,,,,,,,,,
VEFFG,Item #1,33,5.860354764,1,3.052168372,0.188759446,227.698964,October,,,,,,,,,,
VEFFG,Item #1,98,5.850181657,1,4.98160632,0.311193505,433.8317646,September,,,,,,,,,,
VEFFG,Item #1,31,11.38369113,1,9.171066422,0.644140973,166.5163087,August,,,,,,,,,,
VEFFG,Item #1,23,1.988707508,1,1.750152191,0.165502378,303.7464722,March,,,,,,,,,,
VEFFG,Item #1,74,19.10218487,1,12.83154853,1.19571932,435.0022738,May,,,,,,,,,,
VEFFG,Item #1,47,10.53159778,1,8.496836625,0.391206127,173.5502249,February,,,,,,,,,,
VEFFG,Item #1,78,11.76204386,1,10.1355477,0.827890741,506.3779277,July,,,,,,,,,,
VEFFG,Item #1,85,3.001520576,1,2.642929367,0.204244441,358.0654331,April,,,,,,,,,,
VEFFG,Item #1,95,17.67499328,1,11.05588583,0.438114579,367.7330379,December,,,,,,,,,,
VEFFG,Item #1,84,6.323819968,1,5.799234948,0.125078935,367.3709426,November,,,,,,,,,,
VMPXL,Item #1,79,4.91763788,1,3.270480475,0.18031065,465.8429,July,,,,,,,,,,
VMPXL,Item #1,74,6.33401428,1,5.251244361,0.2309145,438.9407724,August,,,,,,,,,,
VMPXL,Item #1,87,15.88909243,1,9.458175141,0.273186574,340.4330062,November,,,,,,,,,,
VMPXL,Item #1,95,14.58152622,1,7.373281903,0.238444143,427.8604138,June,,,,,,,,,,
VMPXL,Item #1,66,12.02629328,1,6.347819069,0.370041178,443.9221623,May,,,,,,,,,,
VMPXL,Item #1,12,15.10621169,1,11.74273273,1.047711183,135.4023022,September,,,,,,,,,,
VMPXL,Item #1,39,1.534264526,1,1.21389439,0.067710629,367.0410911,January,,,,,,,,,,
VMPXL,Item #1,45,18.57747236,1,12.07192172,0.473979226,330.6844885,March,,,,,,,,,,
VMPXL,Item #1,90,3.145859547,1,1.753847238,0.157056168,262.5089133,February,,,,,,,,,,
VMPXL,Item #1,79,3.557853907,1,2.347210029,0.070240733,200.1582631,October,,,,,,,,,,
VMPXL,Item #1,98,6.46631274,1,5.368513838,0.246147259,411.0810582,December,,,,,,,,,,
VMPXL,Item #1,70,2.865345558,1,1.874208447,0.154484481,365.3366596,April,,,,,,,,,,
VNRTM,Item #6,94,15.37433377,1,8.692017389,0.350890439,459.9432768,April,,,,,,,,,,
VNRTM,Item #6,79,10.18038563,1,9.67116758,0.595329252,481.6192285,June,,,,,,,,,,
VNRTM,Item #6,76,1.286747377,1,0.986683027,0.052965513,348.0937102,July,,,,,,,,,,
VNRTM,Item #6,26,16.68505747,1,15.28885655,0.833653731,235.8346492,February,,,,,,,,,,
VNRTM,Item #6,14,17.36049635,1,12.87093225,0.83517191,289.9863992,March,,,,,,,,,,
VNRTM,Item #6,12,14.48185039,1,11.12589157,0.497961848,171.7669454,October,,,,,,,,,,
VNRTM,Item #6,99,6.397903661,1,5.70888343,0.35800488,374.2902085,May,,,,,,,,,,
VNRTM,Item #6,96,1.912436578,1,1.193895243,0.072569438,422.7195711,December,,,,,,,,,,
VNRTM,Item #6,11,11.09730805,1,9.308779916,0.353379059,244.8931368,January,,,,,,,,,,
VNRTM,Item #6,63,11.36281613,1,9.573158521,0.416764988,447.7889908,August,,,,,,,,,,
VNRTM,Item #6,86,5.799748834,1,3.084016785,0.285145217,358.5646163,November,,,,,,,,,,
VNRTM,Item #6,56,17.81646512,1,13.92471393,0.824260273,242.69547,September,,,,,,,,,,
VODQA,Item #2,89,4.70836063,1,2.684276496,0.089030053,404.8973403,October,,,,,,,,,,
VODQA,Item #2,43,7.831267411,1,4.241079047,0.165906888,210.0339905,July,,,,,,,,,,
VODQA,Item #2,67,13.73344331,1,9.684867738,0.502787757,277.8160452,September,,,,,,,,,,
VODQA,Item #2,51,12.11036402,1,9.750756676,0.662524179,338.1047344,August,,,,,,,,,,
VODQA,Item #2,29,10.97776285,1,6.355867113,0.209464946,247.2253656,June,,,,,,,,,,
VODQA,Item #2,20,12.6970317,1,9.080435622,0.902317174,226.764046,December,,,,,,,,,,
VODQA,Item #2,91,8.425675792,1,7.034055389,0.611467199,262.593928,April,,,,,,,,,,
VODQA,Item #2,63,12.81136135,1,7.049068539,0.155660478,371.1790912,November,,,,,,,,,,
VODQA,Item #2,77,15.96482779,1,13.47725207,0.793150555,433.93205,February,,,,,,,,,,
VODQA,Item #2,93,1.07958259,1,0.818019256,0.030386909,353.3505245,May,,,,,,,,,,
VODQA,Item #2,98,17.11173662,1,15.94048367,1.498963075,278.3148577,March,,,,,,,,,,
VODQA,Item #2,95,2.215593512,1,1.136657103,0.093897647,279.8151706,January,,,,,,,,,,
VTRXP,Item #1,32,9.80294879,1,7.046094357,0.597646389,333.4533837,March,,,,,,,,,,
VTRXP,Item #1,42,7.008776395,1,3.842268015,0.273220575,366.239712,October,,,,,,,,,,
VTRXP,Item #1,39,10.23577195,1,8.796822284,0.553174053,366.6264972,November,,,,,,,,,,
VTRXP,Item #1,74,2.173042185,1,1.276026388,0.056266449,352.7299618,January,,,,,,,,,,
VTRXP,Item #1,61,3.550126707,1,1.867746354,0.112181884,249.995643,April,,,,,,,,,,
VTRXP,Item #1,16,7.253389177,1,5.816728201,0.122487726,207.7183922,May,,,,,,,,,,
VTRXP,Item #1,46,19.9162998,1,10.65781673,0.912118945,229.0936111,July,,,,,,,,,,
VTRXP,Item #1,22,17.74086523,1,15.90285224,1.330830904,153.6880056,August,,,,,,,,,,
VTRXP,Item #1,10,7.293534514,1,6.723423776,0.458031902,125.9763717,December,,,,,,,,,,
VTRXP,Item #1,22,3.325813158,1,2.425005106,0.079034961,243.7387563,February,,,,,,,,,,
VTRXP,Item #1,39,1.256611991,1,0.645486743,0.052808557,214.4930346,September,,,,,,,,,,
VTRXP,Item #1,84,13.50186412,1,9.437240781,0.419800767,318.3411451,June,,,,,,,,,,
VXEEP,Item #6,75,1.794970654,1,0.987651612,0.052520957,323.154374,February,,,,,,,,,,
VXEEP,Item #6,59,8.127146386,1,7.311302077,0.60460783,263.8659294,July,,,,,,,,,,
VXEEP,Item #6,47,11.29742607,1,9.283049924,0.446780304,393.8858439,August,,,,,,,,,,
VXEEP,Item #6,63,7.099792514,1,6.275065101,0.173964244,386.9780465,March,,,,,,,,,,
VXEEP,Item #6,88,13.20053406,1,10.02683991,0.425473216,342.7046896,November,,,,,,,,,,
VXEEP,Item #6,83,8.452626357,1,7.894466811,0.196978527,413.5209299,September,,,,,,,,,,
VXEEP,Item #6,68,10.29741939,1,8.180457568,0.184362689,409.0255567,May,,,,,,,,,,
VXEEP,Item #6,25,13.60719364,1,8.993654343,0.29593574,177.2851307,October,,,,,,,,,,
VXEEP,Item #6,36,19.25231402,1,17.59856494,1.063151005,286.7495738,January,,,,,,,,,,
VXEEP,Item #6,95,18.02320612,1,9.331884524,0.306985335,373.7183528,June,,,,,,,,,,
VXEEP,Item #6,15,1.597529169,1,1.178543594,0.049825014,163.7303439,April,,,,,,,,,,
VXEEP,Item #6,82,12.67153496,1,7.601278368,0.74959849,406.5690803,December,,,,,,,,,,
WPKCI,Item #1,53,13.97701328,2,12.31147354,0.770535792,296.106306,November,,,,,,,,,,
WPKCI,Item #1,40,10.56649756,2,7.944427196,0.40076436,309.5761717,September,,,,,,,,,,
WPKCI,Item #1,61,2.845014212,2,1.894431087,0.090422269,281.9524581,January,,,,,,,,,,
WPKCI,Item #1,87,4.170937189,2,2.870785662,0.168799168,360.5662226,May,,,,,,,,,,
WPKCI,Item #1,58,2.759694294,2,2.480590279,0.138737935,430.024388,August,,,,,,,,,,
WPKCI,Item #1,88,2.366183068,2,1.833080754,0.091894434,323.0133936,July,,,,,,,,,,
WPKCI,Item #1,55,8.986702649,2,8.073597703,0.423602914,338.4617278,February,,,,,,,,,,
WPKCI,Item #1,18,6.745737484,2,3.388159405,0.275232043,324.2442351,December,,,,,,,,,,
WPKCI,Item #1,54,13.51859134,2,8.286357671,0.252164931,162.0283409,March,,,,,,,,,,
WPKCI,Item #1,41,10.91697155,2,7.577963968,0.602948585,299.1178002,June,,,,,,,,,,
WPKCI,Item #1,26,8.594856867,2,7.682488617,0.660714383,292.3076003,October,,,,,,,,,,
WPKCI,Item #1,53,9.049126173,2,8.474932295,0.597995842,427.5160777,April,,,,,,,,,,
WTEUK,Item #6,14,8.980035773,1.8,8.041065838,0.538724928,218.9265584,July,,,,,,,,,,
WTEUK,Item #6,80,8.799791854,1.8,5.051733055,0.375670003,240.3999809,February,,,,,,,,,,
WTEUK,Item #6,44,0.689993672,1.8,0.557461668,0.039952577,216.335868,June,,,,,,,,,,
WTEUK,Item #6,87,15.59403205,1.8,12.23280653,0.439985447,404.5495561,April,,,,,,,,,,
WTEUK,Item #6,77,19.67379072,1.8,15.23428061,0.413588884,296.675905,May,,,,,,,,,,
WTEUK,Item #6,42,4.303572504,1.8,2.534654399,0.18907485,254.0075319,October,,,,,,,,,,
WTEUK,Item #6,90,17.33970985,1.8,11.67503402,0.281518568,386.6671385,December,,,,,,,,,,
WTEUK,Item #6,97,12.34274674,1.8,7.47467052,0.47599287,565.7946619,January,,,,,,,,,,
WTEUK,Item #6,96,9.933549563,1.8,8.939944304,0.729723064,361.7718627,November,,,,,,,,,,
WTEUK,Item #6,28,7.116200427,1.8,6.259234758,0.556041914,225.5521624,March,,,,,,,,,,
WTEUK,Item #6,81,8.136427228,1.8,4.299631257,0.123271883,477.4629899,August,,,,,,,,,,
WTEUK,Item #6,49,1.076512432,1.8,0.851596352,0.077370902,331.421082,September,,,,,,,,,,
XEWAF,Item #4,80,1.378861634,2.8,1.162817873,0.03742964,356.9432637,December,,,,,,,,,,
XEWAF,Item #4,70,6.965611182,2.8,4.389336912,0.377546997,356.1279306,July,,,,,,,,,,
XEWAF,Item #4,38,0.721067162,2.8,0.447016143,0.037012407,163.9108524,October,,,,,,,,,,
XEWAF,Item #4,15,14.0456097,2.8,11.9323617,0.772483545,252.0907067,May,,,,,,,,,,
XEWAF,Item #4,64,11.01880273,2.8,7.516376765,0.410307374,446.6999611,April,,,,,,,,,,
XEWAF,Item #4,39,12.855072,2.8,7.380665113,0.348418598,188.7036359,January,,,,,,,,,,
XEWAF,Item #4,56,16.98537672,2.8,11.36350217,0.891537994,327.1616415,November,,,,,,,,,,
XEWAF,Item #4,45,7.584614144,2.8,5.514836791,0.441511888,172.7810615,June,,,,,,,,,,
XEWAF,Item #4,60,3.398511031,2.8,2.946551928,0.277387717,296.9100467,August,,,,,,,,,,
XEWAF,Item #4,81,13.94153045,2.8,10.60202977,0.244108385,452.6238933,February,,,,,,,,,,
XEWAF,Item #4,44,15.16543704,2.8,12.28442992,0.546382841,287.2883496,March,,,,,,,,,,
XEWAF,Item #4,99,5.395866426,2.8,2.735709915,0.123279237,395.7097108,September,,,,,,,,,,
XMHMA,Item #6,43,6.833324226,4.1,5.101372725,0.24797563,339.9594666,January,,,,,,,,,,
XMHMA,Item #6,55,17.86680094,4.1,15.65123791,0.66991307,208.5702889,September,,,,,,,,,,
XMHMA,Item #6,21,13.46472078,4.1,11.14574757,0.858077611,246.7160371,November,,,,,,,,,,
XMHMA,Item #6,50,2.33483549,4.1,2.19300418,0.189550079,266.3474002,August,,,,,,,,,,
XMHMA,Item #6,73,5.035040728,4.1,3.678459005,0.13364524,326.3243315,December,,,,,,,,,,
